strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_execution_date,entry_open,entry_market_cap,entry_avg_trading_value_20d,entry_signal_close,entry_market_cap_pass,entry_trading_value_pass,entry_close_pass,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_state,first_progressed_date,first_progressed_effective_trading_date,lifecycle_class,loss_guard_triggered,loss_guard_signal_date,loss_guard_signal_close,loss_guard_return_at_signal,loss_guard_execution_date,loss_guard_execution_price,loss_guard_realized_return,exit_type,exit_signal_date,exit_execution_date,exit_price,terminal_return,mfe,mae,peak_giveback,holding_trading_days,holding_weeks,trade_status,cutoff_date,cutoff_valuation_price,mark_to_cutoff_return,entry_signal_information_date,entry_filter_raw_date,identity_effective_from,identity_effective_to,entry_fundamentals_gate_pass,entry_latest_fy,entry_annual_revenue,entry_annual_operating_income,entry_latest_quarter,entry_quarter_revenue,entry_quarter_operating_income,entry_revenue_yoy_pct,entry_operating_income_yoy_pct,entry_operating_income_growth_mode,fundamental_exit_triggered,fundamental_exit_primary_type,fundamental_exit_all_flags,fundamental_exit_signal_information_date,fundamental_exit_execution_date,fundamental_exit_accelerated,abc_entry_pass,abc_latest_fy,abc_annual_revenue,abc_annual_operating_income,abc_latest_quarter,abc_quarter_revenue,abc_quarter_operating_income,abc_revenue_yoy,abc_oi_growth_mode,abc_oi_yoy,fundamental_exit_type,fundamental_exit_signal_date,fundamental_exit_a,fundamental_exit_b,fundamental_exit_c,fastcore_exit_candidate_type,fastcore_exit_candidate_execution_date,primary_exit_source
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,069620,KR7069620003,대웅제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_069620_KR7069620003_KOSPI_01,1,2022-03-25,2022-03-28,166500.0,1946544600000.0,9564240550.0,168000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,71.99,READY,,,NEVER_PROGRESSED,True,2023-01-17,140000.0,-15.92,2023-01-18,139500.0,-16.22,LOSS_GUARD_CLOSE_LE_NEG_15,2023-01-17,2023-01-18,139500.0,-16.22,17.42,-16.22,33.64,204,40.8,REALIZED,,,,2022-03-25,2022-03-25,2010-01-04,2026-08-21,True,2021,1152975698170,88902176601,2021Q4,303017291741,24931018183,13.386413,185.961205,YOY_PERCENT,False,,,,,False,True,2021,1152975698170,88902176601,2021Q4,303017291741,24931018183,13.386413,YOY_PERCENT,185.961205,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-01-18,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,069620,KR7069620003,대웅제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_069620_KR7069620003_KOSPI_02,2,2025-07-11,2025-07-14,162200.0,1871231862500.0,5571508545.0,161500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,,,NEVER_PROGRESSED,True,2025-08-06,136400.0,-15.91,2025-08-07,137100.0,-15.47,LOSS_GUARD_CLOSE_LE_NEG_15,2025-08-06,2025-08-07,137100.0,-15.47,7.58,-16.58,23.05,19,3.8,REALIZED,,,,2025-07-11,2025-07-11,2010-01-04,2026-08-21,True,2024,1422683296380,147942198476,2025Q1,356487894236,38696583466,6.165475,30.463137,YOY_PERCENT,False,,,,,False,True,2024,1422683296380,147942198476,2025Q1,356487894236,38696583466,6.165475,YOY_PERCENT,30.463137,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2025-08-07,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,069960,KR7069960003,현대백화점,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_069960_KR7069960003_KOSPI_01,1,2021-05-21,2021-05-24,88800.0,2078136760800.0,23416029415.0,88800.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,2025-10-31,2025-10-31,NORMAL_EARLY_TREND_HANDOFF,True,2021-11-25,73400.0,-17.34,2021-11-26,73400.0,-17.34,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-08-17,2021-08-18,80000.0,-9.91,5.63,-11.49,15.54,62,12.4,REALIZED,,,,2021-05-21,2021-05-21,2010-01-04,2026-08-21,True,2020,2273151865000,135863991000,2021Q1,683225361000,64995532000,51.975107,336.334471,YOY_PERCENT,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-08-17,2021-08-18,True,True,2020,2273151865000,135863991000,2021Q1,683225361000,64995532000,51.975107,YOY_PERCENT,336.334471,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-08-17,False,False,True,LOSS_GUARD_CLOSE_LE_NEG_15,2021-11-26,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,069960,KR7069960003,현대백화점,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_069960_KR7069960003_KOSPI_02,2,2022-06-03,2022-06-07,80200.0,1883896500500.0,6365831575.0,80500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.85,READY,2025-10-31,2025-10-31,NORMAL_EARLY_TREND_HANDOFF,True,2022-07-06,67000.0,-16.46,2022-07-07,67900.0,-15.34,LOSS_GUARD_CLOSE_LE_NEG_15,2022-07-06,2022-07-07,67900.0,-15.34,0.37,-16.46,15.71,23,4.6,REALIZED,,,,2022-06-03,2022-06-03,2010-01-04,2026-08-21,True,2021,3572433182000,264365188000,2022Q1,934385942000,88871928000,36.761016,36.735442,YOY_PERCENT,False,,,,,False,True,2021,3572433182000,264365188000,2022Q1,934385942000,88871928000,36.761016,YOY_PERCENT,36.735442,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-07-07,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,069960,KR7069960003,현대백화점,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_069960_KR7069960003_KOSPI_03,3,2025-05-16,2025-05-19,65000.0,1488975895400.0,3893862712.5,65800.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2025-10-31,2025-10-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-31,2026-02-02,95600.0,47.08,53.54,-0.62,6.46,175,35.0,REALIZED,,,,2025-05-16,2025-05-16,2010-01-04,2026-08-21,True,2024,4187614464000,284042489000,2025Q1,1098095716000,112462644000,15.378824,63.310284,YOY_PERCENT,False,,,,,False,True,2024,4187614464000,284042489000,2025Q1,1098095716000,112462644000,15.378824,YOY_PERCENT,63.310284,,,False,False,False,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,072710,KR7072710007,농심홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_072710_KR7072710007_KOSPI_01,1,2021-05-14,2021-05-17,87700.0,406734183000.0,972256775.0,87700.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.05,READY,2026-04-30,2026-04-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,True,2021-08-19,74300.0,-15.28,2021-08-20,74300.0,-15.28,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-19,2021-08-20,74300.0,-15.28,0.0,-15.28,15.28,68,13.6,REALIZED,,,,2021-05-14,2021-05-14,2010-01-04,2026-08-21,True,2020,583574733594,74003515343,2020Q4,157991100812,18807901665,8.621585,58.916101,YOY_PERCENT,False,,,,,False,True,2020,583574733594,74003515343,2020Q4,157991100812,18807901665,8.621585,YOY_PERCENT,58.916101,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2021-08-20,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,072710,KR7072710007,농심홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_072710_KR7072710007_KOSPI_02,2,2024-06-21,2024-06-24,77900.0,360820062000.0,1129987000.0,77800.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.74,READY,2026-04-30,2026-04-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,True,2024-08-05,65800.0,-15.53,2024-08-06,66400.0,-14.76,LOSS_GUARD_CLOSE_LE_NEG_15,2024-08-05,2024-08-06,66400.0,-14.76,0.26,-16.69,15.02,32,6.4,REALIZED,,,,2024-06-21,2024-06-21,2010-01-04,2026-08-21,True,2023,769496371794,75309845521,2024Q1,223781048232,35763243380,36.097935,110.655813,YOY_PERCENT,False,,,,,False,True,2023,769496371794,75309845521,2024Q1,223781048232,35763243380,36.097935,YOY_PERCENT,110.655813,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2024-08-06,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,074600,KR7074600008,원익QnC,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_074600_KR7074600008_KOSDAQ_01,1,2026-04-17,2026-04-20,35250.0,938481600000.0,10487441502.5,35700.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,2026-06-30,2026-06-30,NORMAL_EARLY_TREND_HANDOFF,True,2026-06-08,29850.0,-15.32,2026-06-09,30900.0,-12.34,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-08,2026-06-09,30900.0,-12.34,20.71,-15.89,33.05,33,6.6,REALIZED,,,,2026-04-17,2026-04-17,2010-01-04,2026-08-21,True,2025,943641492868,59610200277,2025Q4,249085554249,18442529192,14.736952,-326.863777,TURNAROUND_TO_PROFIT,False,,,,,False,True,2025,943641492868,59610200277,2025Q4,249085554249,18442529192,14.736952,TURNAROUND_TO_PROFIT,-326.863777,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-09,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,075580,KR7075580001,세진중공업,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_075580_KR7075580001_KOSPI_01,1,2024-03-22,2024-03-25,6440.0,364405012960.0,3777548721.0,6410.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2024-08-31,2024-08-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-16,2024-05-17,6890.0,6.99,17.7,-3.11,10.71,36,7.2,REALIZED,,,,2024-03-22,2024-03-22,2015-11-30,2026-08-21,True,2023,384796445852,33554734501,2023Q4,110615716646,25428007871,9.314298,65.013302,YOY_PERCENT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-16,2024-05-17,True,True,2023,384796445852,33554734501,2023Q4,110615716646,25428007871,9.314298,YOY_PERCENT,65.013302,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-16,True,False,False,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,075580,KR7075580001,세진중공업,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_075580_KR7075580001_KOSPI_02,2,2024-05-17,2024-05-20,6900.0,392261246400.0,3355496988.0,6900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,2024-08-31,2024-08-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-14,2024-08-16,7650.0,10.87,58.26,-8.41,47.39,63,12.6,REALIZED,,,,2024-05-17,2024-05-17,2015-11-30,2026-08-21,True,2023,384796445852,33554734501,2024Q1,86078307719,4259347058,20.049617,-166.346938,TURNAROUND_TO_PROFIT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-14,2024-08-16,True,True,2023,384796445852,33554734501,2024Q1,86078307719,4259347058,20.049617,TURNAROUND_TO_PROFIT,-166.346938,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-14,False,True,False,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,077500,KR7077500007,유니퀘스트,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_077500_KR7077500007_KOSPI_01,1,2022-01-07,2022-01-10,6250.0,341787187500.0,5282174627.5,12500.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.29,READY,2024-02-29,2024-02-29,NORMAL_EARLY_TREND_HANDOFF,True,2022-03-14,5250.0,-16.0,2022-03-15,5200.0,-16.8,LOSS_GUARD_CLOSE_LE_NEG_15,2022-03-14,2022-03-15,5200.0,-16.8,1.58,-17.2,18.38,42,8.4,REALIZED,,,,2022-01-07,2022-01-07,2010-01-04,2026-08-21,True,2020,402809427295,9010532063,2021Q3,155081171850,6827570223,45.162408,211.334132,YOY_PERCENT,False,,,,,False,True,2020,402809427295,9010532063,2021Q3,155081171850,6827570223,45.162408,YOY_PERCENT,211.334132,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-03-15,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,077500,KR7077500007,유니퀘스트,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_077500_KR7077500007_KOSPI_02,2,2023-03-17,2023-03-20,5810.0,319517788000.0,2571460529.0,11680.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2024-02-29,2024-02-29,NORMAL_EARLY_TREND_HANDOFF,True,2023-04-24,4900.0,-15.66,2023-04-25,4915.0,-15.4,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-24,2023-04-25,4915.0,-15.4,5.94,-15.75,21.34,27,5.4,REALIZED,,,,2023-03-17,2023-03-17,2010-01-04,2026-08-21,True,2021,590983230900,24548653862,2022Q3,177447048814,9066138680,14.422045,32.787191,YOY_PERCENT,False,,,,,False,True,2021,590983230900,24548653862,2022Q3,177447048814,9066138680,14.422045,YOY_PERCENT,32.787191,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-25,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,078600,KR7078600004,대주전자재료,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_078600_KR7078600004_KOSDAQ_01,1,2024-05-31,2024-06-03,118800.0,1803489084500.0,36090541690.0,116500.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2024-10-31,2024-10-31,NORMAL_EARLY_TREND_HANDOFF,True,2024-09-06,92900.0,-21.8,2024-09-09,90300.0,-23.99,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-13,2024-08-14,125300.0,5.47,37.54,-16.33,32.07,52,10.4,REALIZED,,,,2024-05-31,2024-05-31,2010-01-04,2026-08-21,True,2023,184988881822,6208941102,2024Q1,46298413417,5015483526,23.464996,2766.494156,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-08-13,2024-08-14,True,True,2023,184988881822,6208941102,2024Q1,46298413417,5015483526,23.464996,YOY_PERCENT,2766.494156,FUNDAMENTAL_B_SHARP_DECLINE,2024-08-13,False,True,True,LOSS_GUARD_CLOSE_LE_NEG_15,2024-09-09,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,078930,KR7078930005,GS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_078930_KR7078930005_KOSPI_01,1,2022-05-06,2022-05-09,47700.0,4432063530600.0,10407616867.5,47700.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2026-03-31,2026-03-31,NORMAL_EARLY_TREND_HANDOFF,True,2022-06-23,40450.0,-15.2,2022-06-24,40400.0,-15.3,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-23,2022-06-24,40400.0,-15.3,3.46,-15.72,18.76,33,6.6,REALIZED,,,,2022-05-06,2022-05-06,2010-01-04,2026-08-21,True,2021,20240085000000,2640272000000,2021Q4,6001011000000,811393000000,64.279432,190.057733,YOY_PERCENT,False,,,,,False,True,2021,20240085000000,2640272000000,2021Q4,6001011000000,811393000000,64.279432,YOY_PERCENT,190.057733,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-06-24,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,079370,KR7079370003,제우스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_079370_KR7079370003_KOSDAQ_01,1,2022-11-18,2022-11-21,10782.0,333845600000.0,2940143762.5,32150.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,True,2022-12-21,8966.0,-16.84,2022-12-22,9100.0,-15.6,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-21,2022-12-22,9100.0,-15.6,2.78,-19.63,18.38,24,4.8,REALIZED,,,,2022-11-18,2022-11-18,2010-01-04,2026-08-21,True,2021,400762249538,24914149736,2022Q3,145070716840,23055764779,47.912638,418.148243,YOY_PERCENT,False,,,,,False,True,2021,400762249538,24914149736,2022Q3,145070716840,23055764779,47.912638,YOY_PERCENT,418.148243,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2022-12-22,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,079370,KR7079370003,제우스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_079370_KR7079370003_KOSDAQ_02,2,2023-02-17,2023-02-20,10033.0,312558400000.0,4115748735.0,30100.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,66.74,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,True,2023-03-14,8233.0,-17.94,2023-03-15,8399.0,-16.29,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-14,2023-03-15,8399.0,-16.29,0.66,-19.28,16.95,17,3.4,REALIZED,,,,2023-02-17,2023-02-17,2010-01-04,2026-08-21,True,2021,400762249538,24914149736,2022Q3,145070716840,23055764779,47.912638,418.148243,YOY_PERCENT,False,,,,,False,True,2021,400762249538,24914149736,2022Q3,145070716840,23055764779,47.912638,YOY_PERCENT,418.148243,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-15,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,079370,KR7079370003,제우스,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_079370_KR7079370003_KOSDAQ_03,3,2023-03-31,2023-04-03,11516.0,355132800000.0,9734029865.0,34200.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,True,2023-04-24,9700.0,-15.77,2023-04-25,9815.0,-14.77,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-24,2023-04-25,9815.0,-14.77,0.86,-16.64,15.63,17,3.4,REALIZED,,,,2023-03-31,2023-03-31,2010-01-04,2026-08-21,True,2022,509015893148,46299494647,2022Q4,148776373220,14654726938,27.639537,33.370715,YOY_PERCENT,False,,,,,False,True,2022,509015893148,46299494647,2022Q4,148776373220,14654726938,27.639537,YOY_PERCENT,33.370715,,,False,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-25,FASTCORE
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,079550,KR7079550000,LIG디펜스앤에어로스페이스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_079550_KR7079550000_KOSPI_01,1,2021-04-09,2021-04-12,43000.0,946000000000.0,6618542855.0,43000.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.74,READY,2021-09-30,2021-09-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_A_OPERATING_LOSS,2021-04-27,2021-04-28,41000.0,-4.65,1.63,-8.14,6.28,13,2.6,REALIZED,,,,2021-04-09,2021-04-09,2015-10-02,2026-08-21,True,2020,1600344315019,63741639085,2020Q4,486914799115,20965844572,12.334257,-287.236459,TURNAROUND_TO_PROFIT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2021-04-27,2021-04-28,True,True,2020,1600344315019,63741639085,2020Q4,486914799115,20965844572,12.334257,TURNAROUND_TO_PROFIT,-287.236459,FUNDAMENTAL_A_OPERATING_LOSS,2021-04-27,True,False,False,,,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,080220,KR7080220007,제주반도체,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_080220_KR7080220007_KOSDAQ_01,1,2025-09-19,2025-09-22,19250.0,662335678590.0,24246081688.5,19230.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2026-02-28,2026-02-27,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,281.82,616.88,-9.19,335.06,222,44.4,OPEN_AT_CUTOFF,2026-08-21,73500.0,281.82,2025-09-19,2025-09-19,2010-01-04,2026-08-21,True,2024,162349945455,9581360274,2025Q2,51066931074,4337849902,16.402369,80.654068,YOY_PERCENT,False,,,,,False,True,2024,162349945455,9581360274,2025Q2,51066931074,4337849902,16.402369,YOY_PERCENT,80.654068,,,False,False,False,,,CUTOFF
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,081660,KR7081660003,미스토홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_081660_KR7081660003_KOSPI_01,1,2023-03-03,2023-03-06,40350.0,2451352157700.0,9452529452.95,40350.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.3,READY,,,NEVER_PROGRESSED,True,2023-04-06,34150.0,-15.37,2023-04-07,34150.0,-15.37,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-21,2023-03-22,38200.0,-5.33,0.0,-8.8,5.33,13,2.6,REALIZED,,,,2023-03-03,2023-03-03,2010-09-28,2026-08-21,True,2021,3793958639955,492851154169,2022Q3,1079543749126,121803742430,16.447439,10.418766,YOY_PERCENT,True,FUNDAMENTAL_A_OPERATING_LOSS,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-21,2023-03-22,True,True,2021,3793958639955,492851154169,2022Q3,1079543749126,121803742430,16.447439,YOY_PERCENT,10.418766,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-21,True,False,False,LOSS_GUARD_CLOSE_LE_NEG_15,2023-04-07,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,082920,KR7082920000,비츠로셀,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_082920_KR7082920000_KOSDAQ_01,1,2021-10-22,2021-10-25,8705.0,371550372000.0,1702103935.0,17250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,True,2021-11-18,7242.0,-16.81,2021-11-19,7242.0,-16.81,FUNDAMENTAL_B_SHARP_DECLINE,2021-11-10,2021-11-11,7696.0,-11.59,2.32,-11.88,13.91,14,2.8,REALIZED,,,,2021-10-22,2021-10-22,2010-01-04,2026-08-21,True,2020,113179916874,18157419132,2021Q2,32403547056,6755088376,11.918212,19.092854,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE|FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-11-10,2021-11-11,True,True,2020,113179916874,18157419132,2021Q2,32403547056,6755088376,11.918212,YOY_PERCENT,19.092854,FUNDAMENTAL_B_SHARP_DECLINE,2021-11-10,False,True,True,LOSS_GUARD_CLOSE_LE_NEG_15,2021-11-19,FUNDAMENTAL
PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01,082920,KR7082920000,비츠로셀,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_082920_KR7082920000_KOSDAQ_02,2,2023-01-13,2023-01-16,7847.0,337087728800.0,1299434040.0,15650.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-12,2023-05-15,8826.0,12.48,40.19,-8.42,27.71,81,16.2,REALIZED,,,,2023-01-13,2023-01-13,2010-01-04,2026-08-21,True,2021,113249924593,17422339204,2022Q3,34088665353,8988167629,25.930692,95.900294,YOY_PERCENT,True,FUNDAMENTAL_B_SHARP_DECLINE,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-12,2023-05-15,True,True,2021,113249924593,17422339204,2022Q3,34088665353,8988167629,25.930692,YOY_PERCENT,95.900294,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-12,False,True,False,,,FUNDAMENTAL
